name,category,subcategory,niche,city,lat,lon,rating,price_level,has_website,has_phone,opening_hours,cuisine,address,osm_class,osm_type,importance,description
Instagrill Rabat,restaurant,barbecue,casual,Rabat ⵔⴱⴰⵟ الرباط,34.0193504,-6.8427468,3.5,2,False,False,,barbecue,Rue Ibn Haoukal زنقة ابن حوقل,amenity,restaurant,7.628976882577275e-05,"Instagrill Rabat - casual restaurant in Rabat ⵔⴱⴰⵟ الرباط, cuisine: barbecue, rated 3.5/5"
La Ola,restaurant,moroccan;seafood,casual,Rabat ⵔⴱⴰⵟ الرباط,33.9746719,-6.8293635,3.5,2,False,True,Mo-Su 08:00-22:00,moroccan;seafood,Rue du Rif,amenity,restaurant,7.628976882577275e-05,"La Ola - casual restaurant in Rabat ⵔⴱⴰⵟ الرباط, cuisine: moroccan;seafood, has opening hours, has phone, rated 3.5/5"
Café,cafe,cafe,casual,Rabat ⵔⴱⴰⵟ الرباط,33.9612113,-6.8649562,3.5,2,False,False,,,Avenue Al Arz شارع الأرز,amenity,cafe,7.628976882577275e-05,"Café - casual cafe in Rabat ⵔⴱⴰⵟ الرباط, rated 3.5/5"
Café مقهى آدم,cafe,cafe,casual,Rabat ⵔⴱⴰⵟ الرباط,33.9906928,-6.8154751,3.5,2,False,False,,,RP4025,amenity,cafe,7.628976882577275e-05,"Café مقهى آدم - casual cafe in Rabat ⵔⴱⴰⵟ الرباط, rated 3.5/5"
La vue de Rabat,cafe,cafe,casual,Rabat ⵔⴱⴰⵟ الرباط,33.9943640,-6.8804758,3.5,2,False,True,Mo-Su 08:00-00:00,,Avenue Mustapha Assayeh شارع مصطفى السايح,amenity,cafe,3.750133516437045e-05,"La vue de Rabat - casual cafe in Rabat ⵔⴱⴰⵟ الرباط, has opening hours, has phone, rated 3.5/5"
Bar à Boucles Rabat,bar,bar,casual,Rabat ⵔⴱⴰⵟ الرباط,34.0130055,-6.8525407,3.5,2,False,False,,,Rue Mbarek El Bekkay زنقة مبارك البكاي,shop,hairdresser,7.628976882577275e-05,"Bar à Boucles Rabat - casual bar in Rabat ⵔⴱⴰⵟ الرباط, rated 3.5/5"
favela bar,bar,bar,casual,Rabat ⵔⴱⴰⵟ الرباط,33.9963120,-6.8483413,3.5,2,False,False,,,Avenue Atlas شارع الأطلس,building,yes,7.628976882577275e-05,"favela bar - casual bar in Rabat ⵔⴱⴰⵟ الرباط, rated 3.5/5"
Bar Lounge Le Zebrano,bar,bar,casual,Rabat ⵔⴱⴰⵟ الرباط,34.0206289,-6.8272789,3.5,2,False,False,,,Avenue Moulay Ismail شارع مولاي اسماعيل,amenity,nightclub,7.628976882577275e-05,"Bar Lounge Le Zebrano - casual bar in Rabat ⵔⴱⴰⵟ الرباط, rated 3.5/5"
Bar Jour Et Nuit,bar,bar,casual,Rabat ⵔⴱⴰⵟ الرباط,34.0221306,-6.8309667,3.5,2,False,False,,,Avenue Abdelmoumen شارع عبد المومن,amenity,bar,7.628976882577275e-05,"Bar Jour Et Nuit - casual bar in Rabat ⵔⴱⴰⵟ الرباط, rated 3.5/5"
Henry's Bar,bar,bar,casual,Rabat ⵔⴱⴰⵟ الرباط,34.0169745,-6.8348968,3.5,2,False,False,,,Rue Prince Moulay Abdellah زنقة الأمير مولاي عبد الله,amenity,bar,7.628976882577275e-05,"Henry's Bar - casual bar in Rabat ⵔⴱⴰⵟ الرباط, rated 3.5/5"
Bar Casablanca بار كازابلانكا,bar,bar,casual,Rabat ⵔⴱⴰⵟ الرباط,34.0167498,-6.8309999,3.5,2,False,False,,,Place Moulay El-Hassan ساحة مولاي الحسن,amenity,bar,7.628976882577275e-05,"Bar Casablanca بار كازابلانكا - casual bar in Rabat ⵔⴱⴰⵟ الرباط, rated 3.5/5"
Bar salmane,bar,bar,casual,Rabat ⵔⴱⴰⵟ الرباط,33.9596063,-6.8502184,3.5,2,False,True,24/7,,Rue Pavnonia,amenity,bar,7.628976882577275e-05,"Bar salmane - casual bar in Rabat ⵔⴱⴰⵟ الرباط, has opening hours, has phone, rated 3.5/5"
Fast Food,fast_food,fast food,budget,Rabat ⵔⴱⴰⵟ الرباط,33.9787197,-6.8808027,3.5,1,False,False,,,شارع المجد,amenity,fast_food,7.628976882577275e-05,"Fast Food - budget fast_food in Rabat ⵔⴱⴰⵟ الرباط, rated 3.5/5"
Boulangerie مخبزة اكيوض,bakery,bakery,casual,Rabat ⵔⴱⴰⵟ الرباط,33.9913120,-6.8153493,3.5,2,False,False,,,RP4025,shop,bakery,7.628976882577275e-05,"Boulangerie مخبزة اكيوض - casual bakery in Rabat ⵔⴱⴰⵟ الرباط, rated 3.5/5"
Bar à Boucles Rabat,hairdresser,hairdresser,casual,Rabat ⵔⴱⴰⵟ الرباط,34.0130055,-6.8525407,3.5,2,False,False,,,Rue Mbarek El Bekkay زنقة مبارك البكاي,shop,hairdresser,7.628976882577275e-05,"Bar à Boucles Rabat - casual hairdresser in Rabat ⵔⴱⴰⵟ الرباط, rated 3.5/5"
Barbershop Mido,hairdresser,barbershop,casual,Kénitra القنيطرة,34.2699444,-6.6209764,3.5,2,False,False,,,Avenue Ibn al Haitam,shop,hairdresser,5.675974670019101e-05,"Barbershop Mido - casual hairdresser in Kénitra القنيطرة, rated 3.5/5"
Pharmacie de Rabat,pharmacy,pharmacy,casual,Rabat ⵔⴱⴰⵟ الرباط,34.0184271,-6.8457835,3.5,2,False,True,,,Rue Mali زنقة مالي,amenity,pharmacy,7.628976882577275e-05,"Pharmacie de Rabat - casual pharmacy in Rabat ⵔⴱⴰⵟ الرباط, has phone, rated 3.5/5"
Pharmacie Route de Rabat,pharmacy,pharmacy,casual,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,33.6021656,-7.5243822,3.5,2,False,False,,,Route Continentale,amenity,pharmacy,7.17334248874192e-05,"Pharmacie Route de Rabat - casual pharmacy in Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, rated 3.5/5"
Pharmacie Route de Rabat صيدلية طريق الرباط,pharmacy,pharmacy,casual,Tanger طنجة,35.7296197,-5.8802996,3.5,2,False,False,,,Avenue des Forces Armées Royales شارع الجيش الملكي,amenity,pharmacy,6.757076371400041e-05,"Pharmacie Route de Rabat صيدلية طريق الرباط - casual pharmacy in Tanger طنجة, rated 3.5/5"
Pharmacie Rabat,pharmacy,pharmacy,casual,Beni Mellal ⴰⵢⵜ ⵎⵍⵍⴰⵍ بني ملال,32.3445945,-6.3490022,3.5,2,False,False,,,Avenue Ribat,amenity,pharmacy,5.314488441286362e-05,"Pharmacie Rabat - casual pharmacy in Beni Mellal ⴰⵢⵜ ⵎⵍⵍⴰⵍ بني ملال, rated 3.5/5"
Pharmacie Route Rabat صيدلية طريق الرباط,pharmacy,pharmacy,casual,Oued Zem ⵡⴰⴷ ⵣⴰⵎ وادي زم,32.8719313,-6.5725387,3.5,2,False,False,,,RN25,amenity,pharmacy,4.935454337372423e-05,"Pharmacie Route Rabat صيدلية طريق الرباط - casual pharmacy in Oued Zem ⵡⴰⴷ ⵣⴰⵎ وادي زم, rated 3.5/5"
Agdal Spa Rabat,spa,spa,casual,Rabat ⵔⴱⴰⵟ الرباط,33.9951272,-6.8480091,3.5,2,False,False,Mo-Su 10:00-20:00,,Rue Jabal El Ayachi زنقة جبل العياشي,shop,beauty,7.628976882577275e-05,"Agdal Spa Rabat - casual spa in Rabat ⵔⴱⴰⵟ الرباط, has opening hours, wheelchair accessible, rated 3.5/5"
STORY Rabat Boutique Hôtel & Spa,spa,spa,casual,Rabat ⵔⴱⴰⵟ الرباط,33.9436557,-6.8157356,3.5,2,True,True,,,Rue Bani Yadder زنقة بني يدر,tourism,hotel,7.628976882577275e-05,"STORY Rabat Boutique Hôtel & Spa - casual spa in Rabat ⵔⴱⴰⵟ الرباط, has website, has phone, rated 3.5/5"
Villa Diyafa Boutique Hotel and Spa,spa,spa,casual,Rabat ⵔⴱⴰⵟ الرباط,33.9440085,-6.8157226,3.5,2,True,True,,,Rue Bani Yadder زنقة بني يدر,tourism,hotel,7.628976882577275e-05,"Villa Diyafa Boutique Hotel and Spa - casual spa in Rabat ⵔⴱⴰⵟ الرباط, has website, has phone, rated 3.5/5"
creatio lahlou jamal coiffure spa ésthétique,spa,spa,casual,Rabat ⵔⴱⴰⵟ الرباط,33.9620408,-6.8642350,3.5,2,False,True,,,Rue Al Karm زنقة الكرم,shop,hairdresser,7.628976882577275e-05,"creatio lahlou jamal coiffure spa ésthétique - casual spa in Rabat ⵔⴱⴰⵟ الرباط, has phone, rated 3.5/5"
Jetset Lounge and Spa,spa,spa,casual,Rabat ⵔⴱⴰⵟ الرباط,33.9608858,-6.8667098,3.5,2,False,False,,,Rue Arromane زنقة الرمان,shop,hairdresser,7.628976882577275e-05,"Jetset Lounge and Spa - casual spa in Rabat ⵔⴱⴰⵟ الرباط, rated 3.5/5"
Millenium Fitness & Spa,spa,spa,casual,Rabat ⵔⴱⴰⵟ الرباط,33.9601149,-6.8228528,3.5,2,False,True,,,Rue Al Fadda,leisure,fitness_centre,7.628976882577275e-05,"Millenium Fitness & Spa - casual spa in Rabat ⵔⴱⴰⵟ الرباط, has phone, rated 3.5/5"
Flower Town Hotel & Spa,spa,spa,casual,Rabat ⵔⴱⴰⵟ الرباط,33.9936679,-6.8488217,3.5,2,True,True,,,Avenue de Michlifen شارع مشليفن,tourism,hotel,7.628976882577275e-05,"Flower Town Hotel & Spa - casual spa in Rabat ⵔⴱⴰⵟ الرباط, has website, has phone, rated 3.5/5"
L'atmosphair Spa,spa,spa,casual,Rabat ⵔⴱⴰⵟ الرباط,34.0161064,-6.8320974,3.5,2,False,False,,,Rue Tobrouk زنقة طبرق,amenity,spa,7.628976882577275e-05,"L'atmosphair Spa - casual spa in Rabat ⵔⴱⴰⵟ الرباط, rated 3.5/5"
Rue Tahte El Hammam,spa,hammam,casual,Rabat ⵔⴱⴰⵟ الرباط,34.0271210,-6.8382379,3.6,2,False,False,,,Rue Tahte El Hammam,highway,living_street,0.05340962310215912,"Rue Tahte El Hammam - casual spa in Rabat ⵔⴱⴰⵟ الرباط, rated 3.6/5"
Rue Hammam Chorfa,spa,hammam,casual,Rabat ⵔⴱⴰⵟ الرباط,34.0250257,-6.8389886,3.6,2,False,False,,,Rue Hammam Chorfa,highway,living_street,0.05340962310215912,"Rue Hammam Chorfa - casual spa in Rabat ⵔⴱⴰⵟ الرباط, rated 3.6/5"
Hammam Marassa,spa,hammam,casual,Rabat ⵔⴱⴰⵟ الرباط,34.0250026,-6.8421405,3.5,2,False,False,,,Rue Kobros زنقة قبرص,leisure,sauna,7.628976882577275e-05,"Hammam Marassa - casual spa in Rabat ⵔⴱⴰⵟ الرباط, rated 3.5/5"
Hammam Puzr,spa,hammam,casual,Rabat ⵔⴱⴰⵟ الرباط,34.0246479,-6.8387038,3.5,2,False,False,,,Rue Sahraoui,leisure,sauna,7.628976882577275e-05,"Hammam Puzr - casual spa in Rabat ⵔⴱⴰⵟ الرباط, rated 3.5/5"
حمام الراحة,spa,hammam,casual,Rabat ⵔⴱⴰⵟ الرباط,33.9689858,-6.8966037,3.5,2,False,False,,,شارع المسيرة,leisure,sauna,7.628976882577275e-05,"حمام الراحة - casual spa in Rabat ⵔⴱⴰⵟ الرباط, rated 3.5/5"
حمام السعادة,spa,hammam,casual,Rabat ⵔⴱⴰⵟ الرباط,33.9674615,-6.8946530,3.5,2,False,False,,,شارع المجد,leisure,sauna,7.628976882577275e-05,"حمام السعادة - casual spa in Rabat ⵔⴱⴰⵟ الرباط, rated 3.5/5"
Hammam,spa,hammam,casual,Kénitra القنيطرة,34.2665308,-6.6169530,3.5,2,False,False,,,Route de Haouzia,office,government,5.675974670019101e-05,"Hammam - casual spa in Kénitra القنيطرة, rated 3.5/5"
Gold's Gym,gym,gym,casual,Rabat ⵔⴱⴰⵟ الرباط,33.9769807,-6.8258152,3.5,2,False,False,,,Avenue Mohamed Bel Hassan El Ouazzaniشارع محمد بن الحسن الوزاني,leisure,fitness_centre,7.628976882577275e-05,"Gold's Gym - casual gym in Rabat ⵔⴱⴰⵟ الرباط, rated 3.5/5"
My Gym,gym,gym,casual,Rabat ⵔⴱⴰⵟ الرباط,34.0295424,-6.8372390,3.5,2,False,False,,,Avenue Laalou شارع لعلو,leisure,fitness_centre,7.628976882577275e-05,"My Gym - casual gym in Rabat ⵔⴱⴰⵟ الرباط, rated 3.5/5"
Gym-Jardin,gym,gym,casual,Rabat ⵔⴱⴰⵟ الرباط,33.9934578,-6.8484329,3.5,2,False,False,,,Avenue de Michlifen شارع مشليفن,leisure,fitness_centre,7.628976882577275e-05,"Gym-Jardin - casual gym in Rabat ⵔⴱⴰⵟ الرباط, rated 3.5/5"
Millenium Fitness & Spa,gym,fitness,casual,Rabat ⵔⴱⴰⵟ الرباط,33.9601149,-6.8228528,3.5,2,False,True,,,Rue Al Fadda,leisure,fitness_centre,7.628976882577275e-05,"Millenium Fitness & Spa - casual gym in Rabat ⵔⴱⴰⵟ الرباط, has phone, rated 3.5/5"
Fitness Park,gym,fitness,casual,Rabat ⵔⴱⴰⵟ الرباط,34.0031625,-6.8441765,3.5,2,True,False,,,Avenue Al Abtal شارع الابطال,leisure,fitness_centre,7.628976882577275e-05,"Fitness Park - casual gym in Rabat ⵔⴱⴰⵟ الرباط, has website, rated 3.5/5"
Green Village Rabat,supermarket,supermarket,casual,Rabat ⵔⴱⴰⵟ الرباط,33.9883456,-6.8278641,3.5,2,False,True,"Mo-Fr, Su 08:30-20:00; Sa 10:00-19:00",,Avenue Mohammed VI شارع محمد السادس,shop,supermarket,7.628976882577275e-05,"Green Village Rabat - casual supermarket in Rabat ⵔⴱⴰⵟ الرباط, has opening hours, has phone, rated 3.5/5"
Nearshore Casablanca,restaurant,restaurant,casual,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,33.5286333,-7.6406825,3.5,2,False,False,,,Boulevard Al Quds شارع القدس,amenity,restaurant,7.17334248874192e-05,"Nearshore Casablanca - casual restaurant in Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, rated 3.5/5"
Le Duc Casablanca,restaurant,restaurant,casual,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,33.5804867,-7.6234291,3.5,2,False,False,,,Rue Galien,amenity,restaurant,7.17334248874192e-05,"Le Duc Casablanca - casual restaurant in Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, rated 3.5/5"
Raffaello Casablanca,restaurant,restaurant,casual,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,33.5921312,-7.6791656,3.5,2,False,True,,,Boulevard de la Corniche شارع الكورنيش,amenity,restaurant,7.17334248874192e-05,"Raffaello Casablanca - casual restaurant in Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, has phone, rated 3.5/5"
Restaurant,restaurant,restaurant,casual,Berrechid برشيد,33.2836308,-7.5854272,3.5,2,False,False,,,RN12,building,yes,5.14923323414514e-05,"Restaurant - casual restaurant in Berrechid برشيد, rated 3.5/5"
Cafe Casablanca,cafe,sandwich,casual,Kénitra القنيطرة,34.2715402,-6.5587073,3.5,2,False,False,,sandwich,Avenue Mohamed V شارع محمد الخامس,amenity,cafe,5.675974670019101e-05,"Cafe Casablanca - casual cafe in Kénitra القنيطرة, cuisine: sandwich, rated 3.5/5"
Café Casablanca,cafe,cafe,casual,Settat ⵥⵟⵟⴰⵟ سطات,32.9951262,-7.6212610,3.5,2,False,False,,,Avenue Mohammed Zerktouni,amenity,cafe,5.386053253981868e-05,"Café Casablanca - casual cafe in Settat ⵥⵟⵟⴰⵟ سطات, rated 3.5/5"
Casablanca shore,fast_food,fast food,casual,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,33.5214590,-7.6433966,3.5,2,False,False,,,Boulevard Abderahmane Benmoussa شارع عبد الرحمن بنموسى,amenity,fast_food,7.17334248874192e-05,"Casablanca shore - casual fast_food in Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, rated 3.5/5"
LIONZ KEBAB Casablanca,fast_food,burger;fries;fried_chicken;sandwich;kebab;tacos,casual,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,33.5737595,-7.6459853,3.5,2,True,True,Mo-Sa 12:00-00:00,burger;fries;fried_chicken;sandwich;kebab;tacos,Rue Jounaid,amenity,fast_food,7.17334248874192e-05,"LIONZ KEBAB Casablanca - casual fast_food in Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, cuisine: burger;fries;fried_chicken;sandwich;kebab;tacos, has opening hours, has website, has phone, rated 3.5/5"
Belhaj Fast Food,fast_food,fast food,budget,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,33.5911922,-7.6260147,3.5,1,False,False,,,Rue du Hamel,amenity,fast_food,7.17334248874192e-05,"Belhaj Fast Food - budget fast_food in Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, rated 3.5/5"
Alba Fast Food,fast_food,fast food,budget,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,33.5930113,-7.6171532,3.5,1,False,False,,,Rue Idriss Lahrizi,amenity,fast_food,7.17334248874192e-05,"Alba Fast Food - budget fast_food in Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, rated 3.5/5"
Baguetterie Casablanca,bakery,bakery,casual,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,33.5622773,-7.6456095,3.5,2,False,True,,,Rue Tanane Khadiri,shop,bakery,7.17334248874192e-05,"Baguetterie Casablanca - casual bakery in Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, has phone, rated 3.5/5"
Fresh Fade Barbershop,hairdresser,barbershop,casual,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,33.5850738,-7.6383308,3.5,2,False,True,,,Rue Abou Ishak El Ouajjaj زنقة أبو إسحاق الوجاج,shop,hairdresser,7.17334248874192e-05,"Fresh Fade Barbershop - casual hairdresser in Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, has phone, rated 3.5/5"
Pharmacy,pharmacy,pharmacy,casual,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,33.6000192,-7.6375620,3.5,2,False,False,,,Boulevard de Bordeaux شارع بوردو,amenity,pharmacy,7.17334248874192e-05,"Pharmacy - casual pharmacy in Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, rated 3.5/5"
Pharmacy,pharmacy,pharmacy,casual,Dar Bouazza ⴷⴰⵕ ⴱⵓⵄⵣⵣⴰ دار بوعزة,33.5392909,-7.7376755,3.5,2,False,False,,,Route Panoramique طريق بانورامي,shop,medical_supply,4.6295109483436595e-05,"Pharmacy - casual pharmacy in Dar Bouazza ⴷⴰⵕ ⴱⵓⵄⵣⵣⴰ دار بوعزة, rated 3.5/5"
Casablanca Suites & Spa,spa,spa,casual,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,33.5373316,-7.6482759,3.5,2,False,False,,,Rue 69 زنقة,tourism,hotel,7.17334248874192e-05,"Casablanca Suites & Spa - casual spa in Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, rated 3.5/5"
Hôtel & Spa Impérial Casablanca,spa,spa,casual,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,33.5937710,-7.6060779,3.5,2,True,False,,,Boulevard Mohammed V شارع محمد الخامس,tourism,hotel,7.17334248874192e-05,"Hôtel & Spa Impérial Casablanca - casual spa in Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, has website, rated 3.5/5"
Spa Skin for life Casablanca,spa,spa,casual,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,33.5776618,-7.6247123,3.5,2,False,False,,,Rue van Zeeland,leisure,sauna,7.17334248874192e-05,"Spa Skin for life Casablanca - casual spa in Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, rated 3.5/5"
Casablanca Le Lido Thalasso & Spa,spa,spa,casual,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,33.5973576,-7.6703258,3.5,2,False,True,,,Boulevard de la Corniche شارع الكورنيش,tourism,hotel,4.5001144426596745e-05,"Casablanca Le Lido Thalasso & Spa - casual spa in Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, has phone, rated 3.5/5"
The Seven Hotel and Spa,spa,spa,casual,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,33.5873411,-7.6123084,3.5,2,False,False,,,Rue de Balaabak,tourism,hotel,7.17334248874192e-05,"The Seven Hotel and Spa - casual spa in Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, rated 3.5/5"
Art palace et spa,spa,spa,luxury,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,33.5910024,-7.6351888,3.5,3,False,False,,,Rue du Soldat Maurice Benhammou,tourism,hotel,7.17334248874192e-05,"Art palace et spa - luxury spa in Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, rated 3.5/5"
Topkapi Hammams & Spa,spa,spa,casual,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,33.5922017,-7.6441665,3.5,2,False,True,,,Rue Al Kaissi زنقة القيسي,amenity,public_bath,7.17334248874192e-05,"Topkapi Hammams & Spa - casual spa in Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, has phone, rated 3.5/5"
SPA ONLY COIFFURE,spa,spa,casual,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,33.5905189,-7.6344021,3.5,2,False,False,,,Rue Najib Mahfoud زنقة نجيب محفوظ,shop,hairdresser,7.17334248874192e-05,"SPA ONLY COIFFURE - casual spa in Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, rated 3.5/5"
SPA carita,spa,spa,casual,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,33.5892429,-7.6281034,3.5,2,False,False,,,Rue Mustapha El Manfalouti زنقة مصطفى المنفلوطي,shop,beauty,7.17334248874192e-05,"SPA carita - casual spa in Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, rated 3.5/5"
Bain Acharaf حمام الشرف,spa,spa,casual,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,33.5491060,-7.7035588,3.5,2,False,False,Mo-Su 07:00-22:00,,Boulevard Fatima Aouam شارع فاطمة عوام,leisure,sauna,7.17334248874192e-05,"Bain Acharaf حمام الشرف - casual spa in Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, has opening hours, rated 3.5/5"
