name,category,subcategory,niche,city,lat,lon,rating,price_level,has_website,has_phone,opening_hours,cuisine,address,osm_class,osm_type,importance,description
Big Boy,bakery,burger,casual,Meknès ⴰⵎⴽⵏⴰⵙ مكناس,33.8980956,-5.5333072,3.5,2,False,False,,burger,Boulevard des F.A.R شارع الجيش الملكي,amenity,restaurant,6.176012817573842e-05,"Big Boy - casual bakery in Meknès ⴰⵎⴽⵏⴰⵙ مكناس, cuisine: burger, rated 3.5/5"
Pharmacie Aswar Meknès صيدلية أسوار مكناس,pharmacy,pharmacy,casual,Meknès ⴰⵎⴽⵏⴰⵙ مكناس,33.8515527,-5.5694315,3.5,2,False,False,,,RN6,amenity,pharmacy,6.176012817573842e-05,"Pharmacie Aswar Meknès صيدلية أسوار مكناس - casual pharmacy in Meknès ⴰⵎⴽⵏⴰⵙ مكناس, rated 3.5/5"
Pharmacie Meknès صيدلية مكناس,pharmacy,pharmacy,casual,Meknès ⴰⵎⴽⵏⴰⵙ مكناس,33.8782026,-5.5700455,3.5,2,False,False,,,Hay Fath Zhar,amenity,pharmacy,6.176012817573842e-05,"Pharmacie Meknès صيدلية مكناس - casual pharmacy in Meknès ⴰⵎⴽⵏⴰⵙ مكناس, rated 3.5/5"
Pharmacie Riad Meknès صيدلية رياض مكناس,pharmacy,pharmacy,luxury,Meknès ⴰⵎⴽⵏⴰⵙ مكناس,33.8885918,-5.5731200,3.5,3,False,False,,,Rue Ibn Zaydoun,amenity,pharmacy,6.176012817573842e-05,"Pharmacie Riad Meknès صيدلية رياض مكناس - luxury pharmacy in Meknès ⴰⵎⴽⵏⴰⵙ مكناس, rated 3.5/5"
Pharmacie Tariq Meknes صيدلية طريق مكناس,pharmacy,pharmacy,casual,Khenifra الخنيفرة,32.9558605,-5.6650109,3.5,2,False,False,,,RN8,amenity,pharmacy,5.277561608296357e-05,"Pharmacie Tariq Meknes صيدلية طريق مكناس - casual pharmacy in Khenifra الخنيفرة, rated 3.5/5"
Pharmacie Route de Meknès صيدلية طريق مكناس,pharmacy,pharmacy,casual,Fès ⴼⴰⵙ فاس,34.0395245,-5.0272749,3.5,2,False,True,,,Rue 7 زنقة,amenity,pharmacy,6.616083009074567e-05,"Pharmacie Route de Meknès صيدلية طريق مكناس - casual pharmacy in Fès ⴼⴰⵙ فاس, has phone, rated 3.5/5"
Château de Roslane Boutique hôtel & Spa,spa,spa,casual,Iqaddar إقدار,33.7587010,-5.4388710,3.5,2,False,False,,,RP7047,tourism,hotel,5.000152590214416e-05,"Château de Roslane Boutique hôtel & Spa - casual spa in Iqaddar إقدار, rated 3.5/5"
Hammam zitouna,spa,hammam,casual,Meknès ⴰⵎⴽⵏⴰⵙ مكناس,33.8965590,-5.5630031,3.5,2,False,False,,,Rue Fernatchi,leisure,sauna,6.176012817573842e-05,"Hammam zitouna - casual spa in Meknès ⴰⵎⴽⵏⴰⵙ مكناس, rated 3.5/5"
Hammam & douches,spa,hammam,casual,Meknès ⴰⵎⴽⵏⴰⵙ مكناس,33.8858493,-5.5784614,3.5,2,False,False,,,Zenkat 6,amenity,public_bath,6.176012817573842e-05,"Hammam & douches - casual spa in Meknès ⴰⵎⴽⵏⴰⵙ مكناس, rated 3.5/5"
Hammam Aljazeera,spa,hammam,casual,Meknès ⴰⵎⴽⵏⴰⵙ مكناس,33.8963133,-5.5857582,3.5,2,False,False,,,Derb 1 درب 1,building,commercial,4.912108033870478e-05,"Hammam Aljazeera - casual spa in Meknès ⴰⵎⴽⵏⴰⵙ مكناس, rated 3.5/5"
Hammam Azahir,spa,hammam,casual,Meknès ⴰⵎⴽⵏⴰⵙ مكناس,33.8960790,-5.5872584,3.5,2,False,False,,,Derb 1 درب 1,shop,beauty,4.912108033870478e-05,"Hammam Azahir - casual spa in Meknès ⴰⵎⴽⵏⴰⵙ مكناس, rated 3.5/5"
Associatuon of Fitness,gym,fitness,casual,Meknès ⴰⵎⴽⵏⴰⵙ مكناس,33.8757839,-5.5839512,3.5,2,False,False,,,Rue 20 زنقة,leisure,fitness_centre,6.176012817573842e-05,"Associatuon of Fitness - casual gym in Meknès ⴰⵎⴽⵏⴰⵙ مكناس, rated 3.5/5"
Z Hotel Meknes,hotel,hotel,casual,Majjate ⵎⵊⵊⴰⵟ مجاط,33.8419491,-5.5207127,3.5,2,False,True,,,RN13,tourism,hotel,5.000152590214416e-05,"Z Hotel Meknes - casual hotel in Majjate ⵎⵊⵊⴰⵟ مجاط, has phone, rated 3.5/5"
Ibis Meknes,hotel,hotel,casual,Meknès ⴰⵎⴽⵏⴰⵙ مكناس,33.8956233,-5.5537562,3.5,2,False,False,,,Boulevard des F.A.R شارع الجيش الملكي,tourism,hotel,6.176012817573842e-05,"Ibis Meknes - casual hotel in Meknès ⴰⵎⴽⵏⴰⵙ مكناس, rated 3.5/5"
Riad Mahdi Meknes,hotel,hotel,luxury,Meknès ⴰⵎⴽⵏⴰⵙ مكناس,33.8988323,-5.5676997,3.5,3,False,False,,,Alley Linan Laman,tourism,hotel,6.176012817573842e-05,"Riad Mahdi Meknes - luxury hotel in Meknès ⴰⵎⴽⵏⴰⵙ مكناس, rated 3.5/5"
Dar Meknes Tresor,hotel,hotel,casual,Meknès ⴰⵎⴽⵏⴰⵙ مكناس,33.8952301,-5.5661757,3.5,2,False,False,,,Rue Kobbat Souk,tourism,hostel,6.176012817573842e-05,"Dar Meknes Tresor - casual hotel in Meknès ⴰⵎⴽⵏⴰⵙ مكناس, rated 3.5/5"
Restaurant Universitaire,restaurant,restaurant,casual,Oujda ⵡⴻⵊⴷⴰ وجدة,34.6514647,-1.9067167,3.5,2,False,False,,,Avenue Al Hidaya,amenity,restaurant,5.97306782634778e-05,"Restaurant Universitaire - casual restaurant in Oujda ⵡⴻⵊⴷⴰ وجدة, rated 3.5/5"
Restaurant Abderrahman Karan مطعم عبد الرحمن كران,restaurant,restaurant,casual,Oujda وجدة,34.6814024,-1.8848368,3.5,2,False,False,,,Rue 6 زنقة,amenity,restaurant,5.97306782634778e-05,"Restaurant Abderrahman Karan مطعم عبد الرحمن كران - casual restaurant in Oujda وجدة, rated 3.5/5"
Restaurant Montana,restaurant,restaurant,casual,Oujda وجدة,34.6891739,-1.9192741,3.5,2,False,False,,,Boulevard Mohammed Ben Abdellah Chefchaouni,amenity,restaurant,5.97306782634778e-05,"Restaurant Montana - casual restaurant in Oujda وجدة, rated 3.5/5"
Restaurant Tament,restaurant,restaurant,casual,Oujda وجدة,34.6915601,-1.8705976,3.5,2,False,True,,,Boulevard Oued Eddahab,amenity,restaurant,5.97306782634778e-05,"Restaurant Tament - casual restaurant in Oujda وجدة, has phone, rated 3.5/5"
Restaurant Miami Inn,restaurant,restaurant,casual,Oujda ⵡⴻⵊⴷⴰ وجدة,34.6816602,-1.9174026,3.5,2,False,False,,,Boulevard Mohammed V شارع محمد الخامس,amenity,restaurant,5.97306782634778e-05,"Restaurant Miami Inn - casual restaurant in Oujda ⵡⴻⵊⴷⴰ وجدة, rated 3.5/5"
Restaurant Nacional,restaurant,restaurant,casual,Oujda ⵡⴻⵊⴷⴰ وجدة,34.6805539,-1.9198479,3.5,2,False,False,,,Boulevard Allal Ben Abdallah,amenity,restaurant,5.97306782634778e-05,"Restaurant Nacional - casual restaurant in Oujda ⵡⴻⵊⴷⴰ وجدة, rated 3.5/5"
Restaurant De France,restaurant,restaurant,casual,Oujda ⵡⴻⵊⴷⴰ وجدة,34.6826408,-1.9164414,3.5,2,False,False,,,Boulevard Mohammed V شارع محمد الخامس,amenity,restaurant,5.97306782634778e-05,"Restaurant De France - casual restaurant in Oujda ⵡⴻⵊⴷⴰ وجدة, rated 3.5/5"
Restaurant El Kabados,restaurant,restaurant,casual,Oujda ⵡⴻⵊⴷⴰ وجدة,34.6723598,-1.9160314,3.5,2,False,False,,,Boulevard Omar Ibn Al Khattab شارع عمر بن الخطاب,amenity,restaurant,5.97306782634778e-05,"Restaurant El Kabados - casual restaurant in Oujda ⵡⴻⵊⴷⴰ وجدة, rated 3.5/5"
cafe Le Consul,cafe,cafe,casual,Oujda ⵡⴻⵊⴷⴰ وجدة,34.6598541,-1.9173265,3.5,2,False,True,,,Rue Oum Rabia 3,amenity,cafe,5.97306782634778e-05,"cafe Le Consul - casual cafe in Oujda ⵡⴻⵊⴷⴰ وجدة, has phone, rated 3.5/5"
Cafe Le Rond Point,cafe,cafe,casual,Oujda وجدة,34.6610517,-1.8882495,3.5,2,False,False,08:00-22:00,,Boulevard de Gazza,amenity,cafe,5.97306782634778e-05,"Cafe Le Rond Point - casual cafe in Oujda وجدة, has opening hours, rated 3.5/5"
Café Oujda Paris,cafe,cafe,casual,Oujda وجدة,34.7001113,-1.9194153,3.5,2,False,False,,,Rue 27,amenity,cafe,5.97306782634778e-05,"Café Oujda Paris - casual cafe in Oujda وجدة, rated 3.5/5"
Café Guest,cafe,cafe,casual,Oujda ⵡⴻⵊⴷⴰ وجدة,34.6571525,-1.8977549,3.5,2,False,True,,,al biqae,amenity,cafe,5.97306782634778e-05,"Café Guest - casual cafe in Oujda ⵡⴻⵊⴷⴰ وجدة, has phone, rated 3.5/5"
Café Blanche,cafe,cafe,casual,Oujda وجدة,34.6898723,-1.9177823,3.5,2,False,False,,,Boulevard Hanan Fatouaki,amenity,cafe,5.97306782634778e-05,"Café Blanche - casual cafe in Oujda وجدة, rated 3.5/5"
Café Rayane Ice,cafe,cafe,casual,Oujda ⵡⴻⵊⴷⴰ وجدة,34.6679221,-1.9010233,3.5,2,False,False,,,Avenue Yacoub Al Mansour شارع يعقوب المنصور,amenity,cafe,5.97306782634778e-05,"Café Rayane Ice - casual cafe in Oujda ⵡⴻⵊⴷⴰ وجدة, rated 3.5/5"
Café Arena Palace,cafe,cafe,luxury,Oujda ⵡⴻⵊⴷⴰ وجدة,34.6579977,-1.8970649,3.5,3,False,True,,,Rue Miraj,amenity,cafe,5.97306782634778e-05,"Café Arena Palace - luxury cafe in Oujda ⵡⴻⵊⴷⴰ وجدة, has phone, rated 3.5/5"
Café Design,cafe,cafe,casual,Oujda ⵡⴻⵊⴷⴰ وجدة,34.6817735,-1.9172870,3.5,2,False,False,,,Boulevard Mohammed V شارع محمد الخامس,amenity,cafe,5.97306782634778e-05,"Café Design - casual cafe in Oujda ⵡⴻⵊⴷⴰ وجدة, rated 3.5/5"
Café Romantique,cafe,cafe,casual,Oujda ⵡⴻⵊⴷⴰ وجدة,34.6577227,-1.8986281,3.5,2,False,False,,,Boulevard Al Maqdis,amenity,cafe,5.97306782634778e-05,"Café Romantique - casual cafe in Oujda ⵡⴻⵊⴷⴰ وجدة, rated 3.5/5"
Café Beni Mimoun,cafe,cafe,casual,Oujda ⵡⴻⵊⴷⴰ وجدة,34.6814872,-1.9390593,3.5,2,False,False,,,Boulevard Mbarek Bekkay Lahbil طريق تازة,amenity,cafe,5.97306782634778e-05,"Café Beni Mimoun - casual cafe in Oujda ⵡⴻⵊⴷⴰ وجدة, rated 3.5/5"
Café Ngadi,cafe,cafe,casual,Oujda وجدة,34.7023553,-1.9195643,3.5,2,False,False,,,Rue 16 زنقة,amenity,cafe,5.97306782634778e-05,"Café Ngadi - casual cafe in Oujda وجدة, rated 3.5/5"
NYC NewYorkCity Café,cafe,cafe,casual,Oujda ⵡⴻⵊⴷⴰ وجدة,34.6732303,-1.9146444,3.5,2,False,True,,,Rue Chefchaouen زنقة شفشاون,amenity,cafe,5.97306782634778e-05,"NYC NewYorkCity Café - casual cafe in Oujda ⵡⴻⵊⴷⴰ وجدة, has phone, rated 3.5/5"
Café 5/5,cafe,cafe,casual,Oujda ⵡⴻⵊⴷⴰ وجدة,34.6600386,-1.9133513,3.5,2,False,False,,,Rue Oued Massa,amenity,cafe,5.97306782634778e-05,"Café 5/5 - casual cafe in Oujda ⵡⴻⵊⴷⴰ وجدة, rated 3.5/5"
Café Jeanys,cafe,cafe,casual,Oujda ⵡⴻⵊⴷⴰ وجدة,34.6809503,-1.9194614,3.5,2,False,False,,,Boulevard Mohammed Derfoufi,amenity,cafe,5.97306782634778e-05,"Café Jeanys - casual cafe in Oujda ⵡⴻⵊⴷⴰ وجدة, rated 3.5/5"
Café Cristal,cafe,cafe,casual,Oujda ⵡⴻⵊⴷⴰ وجدة,34.6724002,-1.9175392,3.5,2,True,True,,,Boulevard Armée de la Libération شارع جيش التحرير,amenity,cafe,5.97306782634778e-05,"Café Cristal - casual cafe in Oujda ⵡⴻⵊⴷⴰ وجدة, has website, has phone, rated 3.5/5"
Café Oslo,cafe,cafe,casual,Oujda وجدة,34.6857717,-1.8740845,3.5,2,False,False,,,Boulevard Allal Al Fassi شارع علال الفاسي,amenity,cafe,5.97306782634778e-05,"Café Oslo - casual cafe in Oujda وجدة, rated 3.5/5"
La Defense Café,cafe,cafe,casual,Oujda ⵡⴻⵊⴷⴰ وجدة,34.6808727,-1.9177871,3.5,2,False,False,,,Boulevard Mohammed V شارع محمد الخامس,amenity,cafe,5.97306782634778e-05,"La Defense Café - casual cafe in Oujda ⵡⴻⵊⴷⴰ وجدة, rated 3.5/5"
Café Outchi,cafe,cafe,casual,Oujda وجدة,34.6755478,-1.8629439,3.5,2,False,True,,,Boulevard Brahim Roudani شارع إبراهيم الروداني,amenity,cafe,5.97306782634778e-05,"Café Outchi - casual cafe in Oujda وجدة, has phone, rated 3.5/5"
Times Square Café,cafe,cafe,casual,Oujda وجدة,34.6912886,-1.9177076,3.5,2,False,True,,,Boulevard Prince Héritier Moulay Al Hassan,amenity,cafe,5.97306782634778e-05,"Times Square Café - casual cafe in Oujda وجدة, has phone, rated 3.5/5"
Café Istanbul,cafe,cafe,casual,Oujda ⵡⴻⵊⴷⴰ وجدة,34.6563583,-1.9346029,3.5,2,False,False,,,Boulevard Abou Bakr Al Kadiri,amenity,cafe,5.97306782634778e-05,"Café Istanbul - casual cafe in Oujda ⵡⴻⵊⴷⴰ وجدة, rated 3.5/5"
Millennium Café,cafe,cafe,casual,Oujda ⵡⴻⵊⴷⴰ وجدة,34.6569864,-1.8988260,3.5,2,False,True,,,Boulevard Al Maqdis,amenity,cafe,5.97306782634778e-05,"Millennium Café - casual cafe in Oujda ⵡⴻⵊⴷⴰ وجدة, has phone, rated 3.5/5"
Café Karam,cafe,cafe,casual,Oujda ⵡⴻⵊⴷⴰ وجدة,34.6682594,-1.9318511,3.5,2,False,False,,,Rue B4,amenity,cafe,5.97306782634778e-05,"Café Karam - casual cafe in Oujda ⵡⴻⵊⴷⴰ وجدة, rated 3.5/5"
Café Venise,cafe,cafe,casual,Oujda وجدة,34.6954942,-1.9038672,3.5,2,False,False,,,Boulevard Mohammed V شارع محمد الخامس,amenity,cafe,5.97306782634778e-05,"Café Venise - casual cafe in Oujda وجدة, rated 3.5/5"
Café Al Bahia,cafe,cafe,casual,Oujda ⵡⴻⵊⴷⴰ وجدة,34.6808103,-1.9189195,3.5,2,False,True,,,Boulevard Zerktouni,amenity,cafe,5.97306782634778e-05,"Café Al Bahia - casual cafe in Oujda ⵡⴻⵊⴷⴰ وجدة, has phone, rated 3.5/5"
Café Rosa,cafe,cafe,casual,Oujda وجدة,34.6808991,-1.8762540,3.5,2,False,False,,,Rue A8,amenity,cafe,5.97306782634778e-05,"Café Rosa - casual cafe in Oujda وجدة, rated 3.5/5"
Café Arrihan,cafe,cafe,casual,Oujda ⵡⴻⵊⴷⴰ وجدة,34.6644920,-1.9449422,3.5,2,False,False,,,Boulevard Sidi Zayed Ben Soltane Al Nahyan,amenity,cafe,5.97306782634778e-05,"Café Arrihan - casual cafe in Oujda ⵡⴻⵊⴷⴰ وجدة, rated 3.5/5"
Café Le 44,cafe,cafe,casual,Oujda ⵡⴻⵊⴷⴰ وجدة,34.6576086,-1.9148422,3.5,2,False,True,,,Boulevard Oum Rabia,amenity,cafe,5.97306782634778e-05,"Café Le 44 - casual cafe in Oujda ⵡⴻⵊⴷⴰ وجدة, has phone, rated 3.5/5"
Café Hotel Luxembourg,cafe,cafe,casual,Oujda وجدة,34.6822141,-1.9110435,3.5,2,False,False,,,Boulevard Fès,amenity,cafe,5.97306782634778e-05,"Café Hotel Luxembourg - casual cafe in Oujda وجدة, rated 3.5/5"
Café Qobros,cafe,cafe,casual,Oujda وجدة,34.6652136,-1.8902504,3.5,2,False,False,,,Boulevard Hassan II شارع الحسن الثاني,amenity,cafe,5.97306782634778e-05,"Café Qobros - casual cafe in Oujda وجدة, rated 3.5/5"
Pharmacie Oujda صيدلية وجدة,pharmacy,pharmacy,casual,Oujda وجدة,34.6838515,-1.9098647,3.5,2,False,True,,,Rue Figuig زنقة بوعنان,amenity,pharmacy,5.97306782634778e-05,"Pharmacie Oujda صيدلية وجدة - casual pharmacy in Oujda وجدة, has phone, rated 3.5/5"
Hôtel Atlas Terminus & Spa,spa,spa,casual,Oujda ⵡⴻⵊⴷⴰ وجدة,34.6807803,-1.9231967,3.5,2,True,True,,,Boulevard Hassan Loukili,tourism,hotel,5.97306782634778e-05,"Hôtel Atlas Terminus & Spa - casual spa in Oujda ⵡⴻⵊⴷⴰ وجدة, has website, has phone, rated 3.5/5"
Hammam,spa,hammam,casual,Oujda وجدة,34.6762643,-1.8999721,3.5,2,False,False,,,Rue A1,leisure,sauna,5.97306782634778e-05,"Hammam - casual spa in Oujda وجدة, rated 3.5/5"
Lina Fitness Center,gym,fitness,casual,Oujda ⵡⴻⵊⴷⴰ وجدة,34.6679673,-1.9000441,3.5,2,True,True,,,Avenue Yacoub Al Mansour شارع يعقوب المنصور,leisure,sports_centre,5.97306782634778e-05,"Lina Fitness Center - casual gym in Oujda ⵡⴻⵊⴷⴰ وجدة, has website, has phone, rated 3.5/5"
Hotel Oujda,hotel,hotel,casual,Oujda ⵡⴻⵊⴷⴰ وجدة,34.6790018,-1.9186254,3.5,2,False,False,,,Rue Oumam Moutahida,tourism,hotel,5.97306782634778e-05,"Hotel Oujda - casual hotel in Oujda ⵡⴻⵊⴷⴰ وجدة, rated 3.5/5"
Marjane Oujda مرجان وجدة,supermarket,supermarket,casual,Oujda وجدة,34.7365466,-1.9257275,3.5,2,True,True,,,Rocade d'Oujda طريق دائري وجدة,shop,supermarket,5.97306782634778e-05,"Marjane Oujda مرجان وجدة - casual supermarket in Oujda وجدة, has website, has phone, rated 3.5/5"
Snack bresca tetouan,restaurant,restaurant,casual,Tétouan تطوان,35.5710920,-5.3583140,3.5,2,False,False,,,Boulevard Kenitra,amenity,restaurant,6.134966048671728e-05,"Snack bresca tetouan - casual restaurant in Tétouan تطوان, rated 3.5/5"
Restaurant Makarim Tétouan,restaurant,restaurant,casual,Tétouan تطوان,35.5678320,-5.4083780,3.5,2,False,False,,,Rue Al Oukhouwanne,amenity,restaurant,6.134966048671728e-05,"Restaurant Makarim Tétouan - casual restaurant in Tétouan تطوان, rated 3.5/5"
Oasis Café Tetouan Park,restaurant,restaurant,casual,Souk Kdim سوق اقديم,35.5639720,-5.4866860,3.5,2,False,False,,,RN2,amenity,restaurant,5.000152590214416e-05,"Oasis Café Tetouan Park - casual restaurant in Souk Kdim سوق اقديم, rated 3.5/5"
Le Rital Tétouan,restaurant,restaurant,casual,Tétouan تطوان,35.5624951,-5.3732817,3.5,2,True,False,,,Rue Oued Baht زنقة واد بهت,amenity,restaurant,6.134966048671728e-05,"Le Rital Tétouan - casual restaurant in Tétouan تطوان, has website, rated 3.5/5"
Café Hamamat Tetouan,cafe,cafe,casual,Chefchaouen ⴰⵛⵛⴰⵡⵏ شفشاون,35.1686404,-5.2631610,3.5,2,False,False,,,Rue Saida El Hora شارع السيدة الحرة,amenity,cafe,5.4718089570413024e-05,"Café Hamamat Tetouan - casual cafe in Chefchaouen ⴰⵛⵛⴰⵡⵏ شفشاون, rated 3.5/5"
Chicken Spot Tetouan Parc,cafe,cafe,casual,Souk Kdim سوق اقديم,35.5637180,-5.4874190,3.5,2,False,False,,,RN2,amenity,cafe,5.000152590214416e-05,"Chicken Spot Tetouan Parc - casual cafe in Souk Kdim سوق اقديم, rated 3.5/5"
Fast Food alamas,fast_food,fast food,budget,Tétouan تطوان,35.5649000,-5.4231840,3.5,1,False,False,,,Avenue 9 Avril شارع 9 أبريل,amenity,restaurant,6.134966048671728e-05,"Fast Food alamas - budget fast_food in Tétouan تطوان, rated 3.5/5"
Café Fast food,fast_food,fast food,budget,Bab el Khoms,35.0286965,-5.4390218,3.5,1,False,False,,,RN13,amenity,fast_food,5.000152590214416e-05,"Café Fast food - budget fast_food in Bab el Khoms, rated 3.5/5"
Venezia iCe & Bakery,bakery,bakery,casual,Tétouan تطوان,35.5839060,-5.3495100,3.5,2,False,False,,,Avenue des Far شارع الجيش الملكي,amenity,cafe,6.134966048671728e-05,"Venezia iCe & Bakery - casual bakery in Tétouan تطوان, rated 3.5/5"
Local bakery,bakery,bakery,casual,Tétouan تطوان,35.5730571,-5.3750826,3.5,2,False,False,,,Nmar El Ayun,shop,bakery,6.134966048671728e-05,"Local bakery - casual bakery in Tétouan تطوان, rated 3.5/5"
AL Barakate Bakery & Catering,bakery,bakery,casual,Tétouan تطوان,35.5771740,-5.3564580,3.5,2,False,False,,,Avenue Thami Ouzzani,amenity,restaurant,6.134966048671728e-05,"AL Barakate Bakery & Catering - casual bakery in Tétouan تطوان, rated 3.5/5"
La Ideal,bakery,bakery,casual,Tétouan تطوان,35.5707593,-5.3747352,3.5,2,False,False,,,Boulevard Salah Eddine Al Ayoubi,shop,bakery,6.134966048671728e-05,"La Ideal - casual bakery in Tétouan تطوان, rated 3.5/5"
Local bakery,bakery,bakery,casual,Assilah أصيلة,35.4669266,-6.0328349,3.5,2,False,False,,,Avenue Mohammed V شارع محمد الخامس,shop,bakery,5.4843213549965935e-05,"Local bakery - casual bakery in Assilah أصيلة, rated 3.5/5"
صيدلية,pharmacy,pharmacy,casual,Tétouan تطوان,35.5730265,-5.3749463,3.5,2,False,False,,,Nmar El Ayun,amenity,pharmacy,6.134966048671728e-05,"صيدلية - casual pharmacy in Tétouan تطوان, rated 3.5/5"
Pharmacie tetouan shore,pharmacy,pharmacy,casual,M'Diq ⵎⴹⵢⴰⵇ المضيق,35.6518050,-5.3096570,3.5,2,False,False,,,RN16,amenity,pharmacy,4.5001144426596745e-05,"Pharmacie tetouan shore - casual pharmacy in M'Diq ⵎⴹⵢⴰⵇ المضيق, rated 3.5/5"
Pharmacie Mall Tétouan صيدلية مول تطوان,pharmacy,pharmacy,casual,Tétouan تطوان,35.5865423,-5.3354714,3.5,2,False,False,,,Avenue Al Joulane,amenity,pharmacy,6.134966048671728e-05,"Pharmacie Mall Tétouan صيدلية مول تطوان - casual pharmacy in Tétouan تطوان, rated 3.5/5"
Riad Soul of Tetouan,hotel,hotel,luxury,Tétouan تطوان,35.5718810,-5.3713057,3.5,3,False,False,,,Trankat/Abdelatif El Medouri,tourism,hotel,6.134966048671728e-05,"Riad Soul of Tetouan - luxury hotel in Tétouan تطوان, rated 3.5/5"
Dg. 7 frut1as et supermarket aida enface sijn mahali,supermarket,supermarket,casual,Tanger طنجة,35.7591223,-5.8431280,3.5,2,False,False,,,Boulevard Moulay Rachid شارع مولاي رشيد,office,government,6.757076371400041e-05,"Dg. 7 frut1as et supermarket aida enface sijn mahali - casual supermarket in Tanger طنجة, rated 3.5/5"
